Company,Contact,Email,Website,Country,WhatsApp,Category,Source,Status,Note,Level,Owner,NextFollowup,History
ORBITALUM TOOLS GMBH,,tools@orbitalum.com,http://www.orbitalum.de/en/home.html,Germany,"+49 77 31 792-0, +49 77 31 792-500, 0 0 343.8 88.01",ELDERLY,europages,NEW,,C,sales,,
ANLAGENBAU GÜNTHER GMBH,,info@albg.eu,http://www.albg.eu,,"+49 66 41 96 540, +49-6641-96560, 01.01.2026",ELDERLY,europages,NEW,,C,sales,,
GW LASER TECHNOLOGY S.R.L.,,"contact@uzinex.ro, email@companie.ro, info@uzinex.ro, sorin.baciu@uzinex.ro",https://uzinex.ro/,,"+40 769 081 081, +40) 769 081 081, +40769081081",ELDERLY,europages,NEW,,C,sales,,
"SHENZHEN PROMOSTAR HARDWARE CO.,LTD",,sales@pshardware.com,https://www.pshardware.com,,"+49-(0) 173 6989 519, +49-(0) 2150 9099920, +86 75584823653",ELDERLY,europages,NEW,,C,sales,,
INTER SERVICE FREINS +,,info@interservicefreins.com,http://www.interservicefreins.com,,"0-0.512-0.098-0.707-0.293, 03 20 03 03 58, 03 20 03 63 61",ELDERLY,europages,NEW,,C,sales,,
DRM SAS,,contact@depannagerideaumetallique.com,https://depannagerideaumetallique.com/,,"+33972124141, 0 7-9 13-9 13, 0-.78-.07-1.53-.2-2.25",ELDERLY,europages,NEW,,C,sales,,
domino modul AG,,info@domino-modul.com,http://www.domino-modul.com/,,"+41 41 790 34 00, +41 41 790 34 46, 0 0 512 512",ELDERLY,europages,NEW,,C,sales,,
MBA INSTRUMENTS GMBH,,"info@mba-instruments.de, sales@mba-instruments.de",http://www.mba-instruments.de,Germany,"+49 173-280 18 08, +49 2853-857 89 17, +49 4106 123 88 80",ELDERLY,europages,NEW,,C,sales,,
Тereno Eco Ltd,,office@tereno-eco.com,https://tereno-eco.com/en/,,"+359 988 919 555, +359988919555, 0 -16 512 512",ELDERLY,europages,NEW,,C,sales,,
Carsan Kältetechnik Ges.m.b.H.,,"office@carsan.at, pmueller@carsan.at",http://www.carsan.at/,Austria,"00433166722330, 004737669, 018212497",ELDERLY,europages,NEW,,C,sales,,
K2 GARDEN SAS,,k2garden@k2garden.bio,https://k2garden.bio,,"+33759561152, 0 -960 960 960, 0 100-79.5 217.5",ELDERLY,europages,NEW,,C,sales,,
1001 SENT'EURE,,1001sent.eure.com@gmail.com,https://1001sent-eure.com/,,"0-2.6-0.4-2.6-2.1, 0-3.2-1.4-3.2-3.2, 0-3.3-0.9-3.3-2.6",ELDERLY,europages,NEW,,C,sales,,
Flamiacs,,info@flamiacs.nl,https://www.flamiacs.nl/,Netherlands,"+0152-0153, 0 0 100 100, 0 4 3 7.3008 6.8984 7.8984",ELDERLY,europages,NEW,,C,sales,,
AKTIV WERBUNG FREIBERG Münch GmbH & Co. KG,,aktiv-werbung-freiberg@t-online.de,https://www.industriekennzeichnungen.de/,Germany,"+493732524972, 0-2325-4153-94, 037325 24972",ELDERLY,europages,NEW,,C,sales,,
KS NexTech GmbH,,"31085842info@ks-nextech.com, info@ks-nextech.com",https://www.ks-nextech.com/,,"+49 176 31085842, +49 6201 3895289, 0 0 352 512",ELDERLY,europages,NEW,,C,sales,,
ENVIEQ STORE,,info@envieq.com,https://www.envieq.com/,,"+0102-0103, +0110-0111, +0128-0129",ELDERLY,europages,NEW,,C,sales,,
Prosafe-Folientechnik GmbH,,info@prosafe-ms.com,http://www.prosafe-ms.com/,,"+49251927750, 0 1.536-1.536 2.112, 0-0.704 0.48-1.312",ELDERLY,europages,NEW,,C,sales,,
"TURM Media, Inh.Tom Peter",,"hallo@turm.media, info@turm.media",https://www.turm.media/,,"+49 1556 321 1337, +49-1556-321-1337, +4915563211337",ELDERLY,europages,NEW,,C,sales,,
SISTEMAS DE ENGRASE Y LUBRICACIÓN,,info@sistemasdeengraseylubricacion.es,https://www.sistemasdeengraseylubricacion.es,Spain,"+34604577373, +34910601690, +34931732524",ELDERLY,europages,NEW,,C,sales,,
GRAETZ STRAHLUNGSMESSTECHNIK GMBH,,info@graetz.com,http://www.graetz.com/startseite+M52087573ab0.html,,"+49 (0) 2352 - 70070, +49 2352 7007-0, +49 2352 7007-10",ELDERLY,europages,NEW,,C,sales,,
Alfons Wittrock Öl GmbH,,"info.entsorgung@wittrock.de, info.oel@wittrock.de, info.stahl@wittrock.de",https://wittrock.de/,Germany,"04964 915-01, 04964 915-05, 04964 915-14",ELDERLY,europages,NEW,,C,sales,,
Bajorath Energy Performance Solutions GmbH,,"bajorath@bajorath.de, info@dso-datenschutz.de",https://bajorath.eu/,,"+49 (0)541 81811-0, +49 (0)541 81811-20, +49 (0)541 81811-50",ELDERLY,europages,NEW,,C,sales,,
SPECTRA GMBH & CO. KG,,"a.einzinger@spectra-austria.at, aftersales@spectra.de, alexandra.cinkocki@spectra.de, andreas.eisemann@spectra.de, bewerbung@spectra.de, carlo.wurfer@spectra.de, florian.kaufmann@spectra.de, hans-georg.barth@spectra.de, harald.prinz@spectra.de, info@spectra.de, kay.neuhaus@spectra.de, m.stephan@spectra.ch, nick.friedrichsohn@spectra.de, nicolas.heidenreich@spectra.de, orderprocessing@spectra.de, sales@spectra.de, stipe.vrkic@spectra.de, thomas.wittmann@spectra.de, yannic.vater@spectra.de",https://www.spectra.de,Germany,"+41 (0) 43 277 10 53, +41 (0)43 27710-53, +41432771053",ELDERLY,europages,NEW,,C,sales,,
SODEX PROTECTION,,"contact@sodexprotection.com, your-email@website.com",https://sodexprotection.com/,,"+33 (0) 1 49 88 09 14, +33149880914, 0 0 100 100",ELDERLY,europages,NEW,,C,sales,,
HAMANN Media Tec GmbH,,info@hamann-media-tec.de,http://www.hamann-media-tec.de/,Germany,"+49 (0)208 78087, 0 0 100 2000, 0)208 780 87-0",ELDERLY,europages,NEW,,C,sales,,
Bropack Bronner Packmittel GmbH,,"info@bropack.de, vertrieb@bropack.de",http://www.bropack.de/,Germany,"+49 (0) 7455 9473-0, +49(0)7455 9473-0, +49(0)7455 94730",ELDERLY,europages,NEW,,C,sales,,
GLENTWORTH SECURITY LTD,,"impallari@gmail.com, team@latofonts.com",http://www.glentworthsecurity.co.uk,United Kingdom,"+0102-0103, +0110-0111, +0128-0129",ELDERLY,europages,NEW,,C,sales,,
CASTEL,,communication@castel.fr,https://www.castel.fr,France,"+33) 02 41 40 41 32, +33) 02 41 40 41 40, +33) 02 41 40 41 42",ELDERLY,europages,NEW,,C,sales,,
PYROLYSIS MANTZOROS  CO,,"-orders@pirolisi.gr, info@webalists.gr, orders@pirolisi.gr, u03c2-orders@pirolisi.gr",http://www.pirolisi.gr,,"+30210 9520544, +302114001465, +306976912092",ELDERLY,europages,NEW,,C,sales,,
GFG Gesellschaft für Gewebekompensatoren mbH,,"20info@gfgkompensatoren.com, info@gfgkompensatoren.com",http://www.gfgkompensatoren.com/,,"+4992011708, 11.5079298, 11.673781",ELDERLY,europages,NEW,,C,sales,,
NAMITI SRL -HOLITY.COM -  HORECA,,"mario.rossi@unternehmen.de, ordini@holity.com",http://www.holity.de/,Germany,"+39 081 5323636, +39 081 8087452, +390818087452",ELDERLY,europages,NEW,,C,sales,,
CBS - CARSTEN DAUS GMBH,,sales@dauscbs.com,http://www.dauscbs.com,,"+49-(0)6181-3040818, +49-(0)6181-3040885, 00000000000000001",ELDERLY,europages,NEW,,C,sales,,
METALLVERARBEITUNG DIETHER ZINK E. K.,,info@dietherzink.com,http://www.dietherzink.com,,"+49 176 26426465, 09187) 45 35, 09187) 4535",ELDERLY,europages,NEW,,C,sales,,
Mappenhaus.de - Druckbetrieb Lindner GmbH & Co. KG,,"beratung@li-print.de, christina.schulz@li-print.de, claudia.schneider@li-print.de, datenschutz@li-print.de, info@li-print.de, jonas.sterneder@li-print.de, leoni.gerbig@li-print.de, marita.lindner@li-print.de, markus.lindner@li-print.de, marleen.truch@li-print.de, silvia.selenka@li-print.de, thomas.lindner@li-print.de, tim.reske@li-print.de",https://www.mappenhaus.de/,Germany,"+49 6131- 98281-79, +49 6131-98281-11, +49 6131-98281-16",ELDERLY,europages,NEW,,C,sales,,
ZANNI PODOSPECIAL,,"commerciale@podospecial.it, info@podospecial.it, your@email.com",http://www.podospecial.it,Italy,"+39 0572 44 53 99, +39 338 884 9635, 0 0 100 100",ELDERLY,europages,NEW,,C,sales,,
IHC,,info@ippocratehc.it,https://www.ippocratehc.it,Italy,"+39 011.9676496, +39 011.9786298, 0 0 1000 1000",ELDERLY,europages,NEW,,C,sales,,
SmartChair Lite,,"contact@acekare.com, hello@acekare.com",https://www.acekare.com,,"+0152-0153, +33 (0)9 80 80 85 15, +33 9 80 80 85 15",ELDERLY,europages,NEW,,C,sales,,
Limar Medical Distribution SRL,,adresata@email.com,https://www.smartcare.ro,,"0 0 1920 703, 0 0 236 305, 0123456789",ELDERLY,europages,NEW,,C,sales,,
SUBRTEX GMBH,,"sales@subrtex.com, u003esales@subrtex.com",https://www.subrtex.com/,,"0 .1 0 .1.1.2 0-.1.1-.1.1-.1, 0 .982.95 0 2.111 0, 0 0 165.521 105.965",ELDERLY,europages,NEW,,C,sales,,
W. Dimer GmbH,,"alexandra.koenig@dimer.de, alexandra.mueller@dimer.de, armin.dannenberger@dimer.de, bernhard.mutscheller@dimer.de, gerlinde.dannenberger@dimer.de, info@dimer.de, leonard.bauer@dimer.de, lisa.vlk@dimer.de, melissa.ferrara@dimer.de, nicole.maise@dimer.de, noah.zwigart@dimer.de, sophia.huber@dimer.de, uwe.weber@dimer.de",https://www.dimer.com/,,"+49 7763 8020-0, +49 7763 8020-20, +49 7763 8418",ELDERLY,europages,NEW,,C,sales,,
DEMA S.P.A.,,info@dema-automation.com,https://www.dema-automation.com/,,"+39 019.9354711, 0 0 1000 1000, 0 0 320 512",ELDERLY,europages,NEW,,C,sales,,
ConThermo GmbH & Co KG,,"austinfield@austinfield.com, dave@otro.co.uk, hannasky@conthermo.de, helkem@helkem.fi, info@conthermo.de, info@hiltra.com, info@peterheizungen.ch, kerkfeld@conthermo.de, muessig@conthermo.de, paulo.guttmann@pgutt.com.br, sesmer@bemdis.com",http://www.conthermo.de/,Germany,"+45 6612 23 25, +45 6612 7225, +49 - 27 32 - 55 90 370",ELDERLY,europages,NEW,,C,sales,,
Paul GmbH & Co. KG - PACO Gruppe,,"carmen.iglesias@paco-online.com, chris.menius@paco-online.com, dirk.rullmann@paco-online.com, info@paco-online.com, jan.graul@paco-online.com, joern.leibold@paco-online.com, marie.heinle-suignard@paco-online.com, marius.krack@paco-online.com, niklas.mueller@paco-online.com, roland.kirchner@paco-online.com, stephanie.thieme@paco-online.com, theo.vonkeller@paco-online.com",http://www.pacogruppe.de/,Germany,"+49 6663 9780, +491758757003, +4966639780",ELDERLY,europages,NEW,,C,sales,,
Bielda Tehnic SRL,,contact@bielda.com,https://www.bielda.com,,"+0757100646, +40757 100 646, +40757.100.646",ELDERLY,europages,NEW,,C,sales,,
High Polymer Pencil Leads: Japanese Precision for Your Writing Instrument,,"gutberletpartners@gutberlet.com, info@gutberlet-partners.com",https://www.gutberlet-partners.com/technik-fuer-bleistifte/,,"+49 (0)911 81866-22, +49 (0)911 81866-80, +49 911 818 66 80",ELDERLY,wlw,NEW,,C,sales,,
"Extraction System, Free Workstation",,"a.straube@purima.com, b.thuenemann@purima.com, info@purima.com, info@purima.cominternet, k.peisker@purima.com, s.biehs@purima.com",https://www.purima.de/produktprogramm/lufttechnik/,Germany,"+49 5731 304 70 0, +49 5731 304 70 13, +49 5731 304 70 176",ELDERLY,wlw,NEW,,C,sales,,
"Wire EDM for high-precision tool parts, fixtures, and spare parts in CNC precision manufacturing",,info@wintergmbh.de,https://www.wintergmbh.de/mechanische-fertigung.html,Germany,"+497232381750, 0049723238170, 07232-3817-99",ELDERLY,wlw,NEW,,C,sales,,
"Custom-made leaf springs for precise power transmission in machinery, automotive industry, and electrical engineering",,"contact@kern-liebers.com, info@kern-liebers.com, info@teufels.com",http://www.bohnert-federn.de/de/produkte/schenkelfedern-2/,Germany,"+49 7422 511 - 0, +49-74 22 51 10, +49-74 22 51 12 00",ELDERLY,wlw,NEW,,C,sales,,
Direct Evaporator / Condenser,,info@wts-produktion.ch,http://www.wts-produktion.ch/index.php,Switzerland,"+41 26 494 28 85, 0 0 200 200, 0391814283",ELDERLY,wlw,NEW,,C,sales,,
"KriTec Slot Nut 8 Grid 40 PA, black",,profilsystem@kritec-gmbh.de,https://kritec-gmbh.de/product/495719,Germany,"02351 67505-0, 02351 67505-11, 02351-67505-0",ELDERLY,wlw,NEW,,C,sales,,
Bremschopper AMI Series – Safe & Efficient Energy Dissipation for DC/BLDC Motors,,"andreas.werner@ott-antriebe.de, attila.heim@ott-antriebe.de, benjamin.tauscher@ott-antriebe.de, caroline.wittmer@ott-antriebe.de, edi.jaeger@ott-antriebe.de, heiko.krueger@ott-antriebe.de, info@ott-antriebe.de, isabelle.pahlitzsch@ott-antriebe.de, katrin.spadinger@ott-antriebe.de, kerstin.podnar@ott-antriebe.de, maike.reich@ott-antriebe.de, manfred.ott@ott-antriebe.de, marvin.ott@ott-antriebe.de, michael.keller@ott-antriebe.de, order@ott-antriebe.de, presales@ott-antriebe.de, purchasing@ott-antriebe.de, sabrina.link@ott-antriebe.de, sarah.ott@ott-antriebe.de, thomas.molden@ott-antriebe.de, waltraud.preissler@ott-antriebe.de",https://www.ott-antriebe.de/steuerungen/,Germany,"+49 (0) 7420 9399, +49 (0) 7420 9399 0, +49 7420 9399",ELDERLY,wlw,NEW,,C,sales,,
blueparc® GmbH,,info@blueparc.de,https://www.blueparc.de/,Germany,"+49 2233 808 79 99, +49 2233 808 7999, +4922338087999",ELDERLY,europages,NEW,,C,sales,,
RET,,kunde@retourenscout.com,https://retourenscout.com,,"+43 30 664040955, +49 30 664040955, 0 1.7 1.4 3 3 3",ELDERLY,europages,NEW,,C,sales,,
Sommer Kompressoren GmbH,,"info@sommer-kompressoren.de, letsgo@renoarde.de",http://www.sommer-kompressoren.de/,Germany,"+49 151 10 60 80 59, +49 162 28 59 884, +49 821 65 07 92 0",ELDERLY,europages,NEW,,C,sales,,
DPJ WORKSPACE AB,,info@dpj.se,https://dpj.se,,"+46 (0)8-444 54 24, +4684445424, 0 0 17.631 17.239",ELDERLY,europages,NEW,,C,sales,,
TAOBÉ CONSULTING,,reg@taobe.consulting,https://taobe.consulting/,,"0 0 1000 1000, 0 0 448 512, 0 0 512 512",ELDERLY,europages,NEW,,C,sales,,
MAGIC4MEDIA,,contact@magic4media.com,https://www.magic4media.com,,"01 58 88 00 28, 01.58.88.00.28, 01.80.88.65.75",ELDERLY,europages,NEW,,C,sales,,
"Professional WiFi / WLAN Coverage & Planning for Logistics, Industry, and Commerce",,"datenschutz@vidano.de, hallo@tilko-wlan.de, info@tilko-wlan.de",https://www.tilko-wlan.de/branchen/logistik/,Germany,"+49 621 18064390, 0 0 782.37 420.32, 0-18.26-8.23-18.26-19.12",ELDERLY,wlw,NEW,,C,sales,,
"Black massage chair with lift assistance & reclining function – electric, sturdy & easy to care for",,"ccl46539.international@gmail.com, info@kaufhof-ccl.de",https://www.kaufhof-ccl.de/shop/Elektrischer-Massagesessel-mit-Aufstehhilfe-Warmefunktion-Liegefunktion-p771979505,Germany,"+49 15204639118, +4915204639118, 0 -960 960 960",ELDERLY,wlw,NEW,,C,sales,,
Microfiber Cotton Mop 'Hospital 40' - MPB11081,,"h.mendes@helome.de, sales@helome.de",http://helome.de/produkte/microfaser-und-tuecher/247/microfaser-baumwoll-mopp-hospital-40-mpb11081,Germany,"+49 4152 80 53 52- 0, +49 4152 80 53 52- 29, +49 4152 8053 5210",ELDERLY,wlw,NEW,,C,sales,,
Inspection of movable equipment according to DGUV Regulation 3 – electrical safety testing for companies and businesses,,elektrotechnik-lauta@outlook.de,https://www.elektrotechnik-lauta.de/,Germany,"+49 35722 218815, +49 35722 218816, +49-35722-218815",ELDERLY,wlw,NEW,,C,sales,,
"Professional maintenance for solar systems: Inspection, cleaning & technical checks for maximum performance",,info@die-stromfabrik.de,https://www.die-stromfabrik.de/,Germany,"1778162012, 1778162013, 1778166460",ELDERLY,wlw,NEW,,C,sales,,
SCArA Tec GmbH,,info@scara-tec.at,https://scara-tec.at/,Austria,"+436644178811, 0043 (0) 664 417 88 11, 1506367748535",PLATFORM,europages,NEW,,C,sales,,
"Costa&Martinez, LDA",,costamartinez@group-pe.com,https://www.costamartinez-group.pt/,Portugal,"+351) 910922272, 0.0000000000000, 20230418-185913",PLATFORM,europages,NEW,,C,sales,,
"Anton Clemens GmbH & Co KG, Kunststoffverarbeitung",,"bewerbung@anton-clemens.de, info@anton-clemens.cz, info@anton-clemens.de",http://www.anton-clemens.de/,Germany,"+420 373 033 023, +420373033023, +49 2204 98990",PLATFORM,europages,NEW,,C,sales,,
TED MEDICAL LTD,,info@tedmedical.co.uk,https://www.tedmedical.co.uk,United Kingdom,"+447908609591, 1606198232, 1606221321",PLATFORM,europages,NEW,,C,sales,,
Theilinger Automation und Papiertechnik GmbH,,"info@theilinger.de, weiss.daniel@theilinger.de",http://www.theilinger.de/,Germany,"0 0 100 100, 0.000935089257, 0.064843788 184.37438",PLATFORM,europages,NEW,,C,sales,,
I+FARMA,,iosune@imasfarma.com,https://imasfarma.com,,"+34620915501, 0.391 1.024 0 1.414, 0.391-1.024 0-1.414",PLATFORM,europages,NEW,,C,sales,,
GLOBE TECHNIK SOLUTIONS SRL,,"sales@globetech.ro, scurtu.bogdan@gmail.com",https://globetech.ro,,"+4 (0) 745009584, +40745009584, 17357924961",PLATFORM,europages,NEW,,C,sales,,
Loxone Controls,,"20office@loxone.us, office@loxone.us",https://www.loxone.com/enus/products/controls,,"1766366369, 1774700454, 1774875796",PLATFORM,wlw,NEW,,C,sales,,
HADAR DISTRIBUTION,,"commercial@hadardistribution.com, contact@hadardistribution.com",https://www.hadardistribution.com,,"+33) 01 79 73 79 80, 01.79.73.79.80, 08814281275",ELDERLY,europages,NEW,,C,sales,,
COUCOUR,,info@coucour.com,https://www.coucour.com/,,"0 0 281 273, 0 0 283.5 27.8, 0 0 811.8 273",ELDERLY,europages,NEW,,C,sales,,
LINO TASMA EVCIL HAYVAN URUNLERI IMALATI,,"info@linotasma.com, linotasma@gmail.com",https://www.linotasma.com,,"+90 0538 036 16 01, 0 0 308.76 308.76, 0 0 432 522",PET,europages,NEW,,C,sales,,
LEPUS  PET PRODUCT MANUFACTURER,,"info@lepuspet.com, u003einfo@lepuspet.com",https://www.lepuspet.com,,"+0152-0153, +90 542 537 87 61, 0-1762-4908-918",PET,europages,NEW,,C,sales,,
Bin-Picking & Box-Gripping Systems for Automated Parts Supply – Klocke Engineering,,info@klocke-engineering.de,https://www.klocke-engineering.de/,Germany,"+49 (0)40 298 398 90, 0 0.27843137254902, 0 0.49803921568627",PET,wlw,NEW,,C,sales,,
J.H. Ziegler GmbH,,info@tandem-kommunikation.de,http://www.ziegler.eu/,,"+36 20 776 5566, +36 34 568 461, +36 70 7766 202",PET,europages,NEW,,C,sales,,
Westers Wholesale B.V.,,info@westerswholesale.com,https://westerswholesale.com/products/,,"+4368864919039, 0 0 1024 1024, 0 0 384 512",PET,europages,NEW,,C,sales,,
"Müller Akustik, Inh. Florian Müller",,"info@deine-lieblingsgaertner.de, vertrieb@mueller-akustik.de",https://www.mueller-akustik.de,Germany,"+49 (0) 176 80483063, +49 176 804 830 63, +49 176 80483063",PET,europages,NEW,,C,sales,,
HSA MicroTech Inh. Lars Hantzsche,,office@hsa-microtech.de,http://www.hsa-microtech.de/,Germany,"+491723737401, +4935471805305, 0 0 384 512",PET,europages,NEW,,C,sales,,
"Silicone Rubber, Impression Material | HP-SI6GB",,info@hp-textiles.com,https://shop.hp-textiles.com/shop/de/silikonkautschuk-abformmasse-hp-si6gb-addv.html,,"+49 (0) 5905 945 98 70, +49 5905 94598-70, +49 5905 94598-74",PET,wlw,NEW,,C,sales,,
Standard Parts and Aids for Stamping Technology,,"elena.valikov@hsb-normalien.de, info@stimme.net",http://www.hsb-normalien.de/produkte/normalien-und-hilfsmittel-fuer-stanztechnik.html,Germany,"+49 7138 81 27 49, 1550216654, 1581502507",PET,wlw,NEW,,C,sales,,
Angus Remover,,info@hsb-normalien.de,https://www.hsb-shop.de/werkstattbedarf/funkenfreies-werkzeug/hsb-ags-50/444AGS501,Germany,"+484) 490 012345 991, +49071388127490, 0 .5523-.4477 1-1 1",PET,wlw,NEW,,C,sales,,
CNC-milled parts made of acrylic glass for level indicators – Precise manufacturing with crystal-clear drill holes and t,,"anfragen.ant@whm.net, anfragen.gkt@whm.net, brandes@whm.net, finance@whm.net, hesterberg@whm.net, hunjadi@whm.net, info@badarlis.net, info@whm.net, lindert@whm.net, perschke@whm.net, richter@whm.net, rmueller@whm.net, smerling@whm.net, technik@whm.net, unpkg.com_imagesloaded@5.0.0, weise@whm.net",https://whm.net/produkt/kunststofftechnik/cnc-fraesteile/,,"+49 511 310 10 000, +49 5131 4522-0, +49 5131 4522-110",PET,wlw,NEW,,C,sales,,
Water Filter Components & Cuttings – Precise Plastic Parts for Filtration Systems,,info@cnc-cut.de,https://cnc-cut.de/anwendungen/,Germany,"0 0 448 512, 0 0 512 512, 0 0 576 512",PET,wlw,NEW,,C,sales,,
Cartridges & consumables,,post@rocholl.eu,https://rocholl.eu/en/products/equipment-and-consumables/cartridges-consumables,,"+496226933300, 0 0 221.83 58.79, 0 2.816 2.176 4.992",PET,wlw,NEW,,C,sales,,
Plastic Machined Parts,,"info@amsler-frey.ch, info@inware.ch, info@stier.ch, vanilla-lazyload@17.3.1",https://www.amsler-frey.ch/kunststoffteilefertigung/technische-kunststoffteile,Switzerland,"+41 (0)56 463 60 70, +41 (0)56 463 60 79, +41 56 463 60 70",PET,wlw,NEW,,C,sales,,
Rapid Electronic Prototyping for IoT and Embedded Hardware,,"careers@oxeltech.de, fahad.bhatti@oxeltech.de, info@oxeltech.de",https://oxeltech.de/services/,Germany,"+49 176 64738476, +49176 64738476, +4917664738476",PET,wlw,NEW,,C,sales,,
Ernest Rautenberg + Siegfried Baier GbR,,"info@metaldetection.de, info@metalldetektor.biz",http://www.metaldetection.de/,Germany,,PET,europages,NEW,,C,sales,,
PE,,info@pos-express.de,http://pos-express.de,Germany,"+49 (0) 2874 910-789, 02874 910-112, 02874 910-789",PET,europages,NEW,,C,sales,,
WHITEAWAY.COM,,"info@whiteaway.com, u003einfo@whiteaway.com",http://www.whiteaway.com,,"0 .05-.01.1-.04.13, 0 .207-.008.385-.025.534, 0 .456-.37.826-.825.826",PET,europages,NEW,,C,sales,,
VC999 VERPACKUNGSSYSTEME GMBH,,"alain.rueegger@vc999.ch, info@vc999.ch, tkd@vc999.ch",https://onlinepackaging.de,Germany,"+41 71 353 59 00, +41 71 353 59 09, +41 71 353 59 89",PET,europages,NEW,,C,sales,,
Promoshop,,"kontakt@promoshop.pl, zapytania@promoshop.pl",https://promoshop.pl/,Poland,"+48 91 404 05 57, +48) 91 404 05 57, +48-12-345-67-89",PET,europages,NEW,,C,sales,,
MICHAŁ PAJĄK,,ui@5.0,https://www.ekg24.pl,Poland,"+48 41 242 15 44, +48 531 681 781, 091407398",PET,europages,NEW,,C,sales,,
